date,full_content,likes,retweets,followers,sentiment,url
2023-03-10,"CryptoJelleNL tweeted about BTC $20.400 key level for #Bitcoin from here.

Ideally want to see a daily close back above there, but be mindful of a potential bearish retest as well.

Relief rally after the stock markets close tonight?",0,0,63,0.8338,https://twitter.com/CryptoJelleNL/status/1634133738954129408
2023-03-02,"IncomeSharks 🔁 TheOCcryptobro about BTC #BTC & #crypto peeps. S&P 500, exhibited the following average returns in each year of the presidential cycle since 1933 (same for DJIA):
   •Year after the election: +6.7%
•Second-year: +5.8%
•Third-year: +16.3%
•Fourth-year: +6.7%
Guess which months in the 3rd year… https://twitter.com/i/web/status/1631384584255606785",4,0,5622,0.0,https://twitter.com/IncomeSharks/status/1631386376146145281
2023-03-02,"eliz883 tweeted about SPX, DXY, BTC $BTC $DXY $SPX imo if dollar does breakout up btc will crash heavily much more heavily than SPX 🧙‍♂️",10,2,12,-0.4019,https://twitter.com/eliz883/status/1631232170709622788
2023-02-24,"CryptoJelleNL tweeted about BTC Time to pay attention.

Reclaims of $24,000 are for longing, but if we stall around here I doubt #Bitcoin will survive the stock market blood today.

Let's see init",5,0,8454,-0.6908,https://twitter.com/CryptoJelleNL/status/1629142931243249665
2023-02-23,"IncomeSharks tweeted about STOCK, BTC #Bitcoin - The new range until it closes below or above. #Stock market causing some chop.",0,0,9,0.0,https://twitter.com/IncomeSharks/status/1628835821938933760
2023-02-23,"HackermanAce 🔁 52kskew about BTC Stock market PA should help accelerate the movement 

> [@52kskew](https://twitter.com/52kskew):
> $BTC Aggregate CVDs & Delta 
> if we're gonna bounce hard, good time to do so.
> 
> Ton of perp positions rugged & more shorts than before. 
> 
> Same area where limit bids absorbed heavy market selling from yesterday's sell off.",33,6,221080,0.6369,https://twitter.com/HackermanAce/status/1628737248807075843
2023-02-23,"CryptoKaleo 🔁 CryptoKaleo about SPX, BTC #Bitcoin vs. $SPX

I'm a big fan of comparing BTC to equities to gauge market momentum.

BTC looks ready to continue outpacing w/ clear skies above the top of its current range.

Decoupling szn is here. Send it.",3,0,106233,0.802,https://twitter.com/CryptoKaleo/status/1628578560679071745
2023-02-22,"CryptoKaleo tweeted about SPX, BTC #Bitcoin vs. $SPX

I'm a big fan of comparing BTC to equities to gauge market momentum.

BTC looks ready to continue outpacing w/ clear skies above the top of its current range.

Decoupling szn is here. Send it.",6,1,8,0.802,https://twitter.com/CryptoKaleo/status/1628522717933707265
2023-02-22,"DaanCrypto tweeted about SPX, BTC $BTC vs $SPX Since this week's futures open",0,0,56882,0.0,https://twitter.com/DaanCrypto/status/1628481476160266242
2023-02-22,"DaanCrypto tweeted about SPX, BTC $BTC Has been strong relative to $SPX since 2023.

Be wary for when this relative strength disappears, which it may be doing.",25,5,215,0.6249,https://twitter.com/DaanCrypto/status/1628424792364793861
2023-02-15,"IncomeSharks tweeted about MEDIA, SPX $SPX - Gorgeous bull flag breaking out. It's amazing how the #media will not stop pushing negativity. Markets look strong, it's clear smart money has been buying.",8,1,3019,0.9638,https://twitter.com/IncomeSharks/status/1625984983524577280
2023-02-09,"CryptoJelleNL tweeted about ES=F, BTC With that being said, $ES is following the plan nicely; looking strong at support.

Can hardly attribute the #Bitcoin weakness to the stock market, bitcoin is just weaker lately.

Good thing I own a truckload of stocks :)",81,14,523,0.8442,https://twitter.com/CryptoJelleNL/status/1623602938076712960
2023-02-08,"DaanCrypto 🔁 DaanCrypto about BTC, SPX What do we call this pattern? $BTC $SPX",6,1,0,0.0,https://twitter.com/DaanCrypto/status/1623322089032716290
2023-02-07,"IncomeSharks tweeted about ALTS, BEARS, SPX, BTC #Bitcoin - Hasn't even broken major horizontal support. $SPX looks good. The #Bears come out for a few days, post ridiculously low targets, and now we'll just go up/keep ranging. Personally I want more range because trading $ALTS has been extremely profitable.",0,0,17,0.8139,https://twitter.com/IncomeSharks/status/1623062729358725120
2023-02-07,"DaanCrypto tweeted about BTC, SPX What do we call this pattern? $BTC $SPX",0,0,1,0.0,https://twitter.com/DaanCrypto/status/1623036028029177873
2023-02-07,"HackermanAce tweeted about MSTR $mstr without a entry here. 

It should head lower, will crypto help boost stock market related tickers or are stocks leading?",48,10,1513,0.4939,https://twitter.com/HackermanAce/status/1622978438498856961
2023-01-30,"DaanCrypto 🔁 DaanCrypto about BTC, SPX $SPX Getting these kind of vibes. Same can be applied to $BTC.

Obviously still need confirmation of this convincingly retaking the Daily 200MA/EMA as well as the yellow diagognal resistance.

Until confirmation this is just an idea. Would like to see if we can reach 4K on SPX.",0,0,75255,0.7717,https://twitter.com/DaanCrypto/status/1620063729059778560
2023-01-27,"JMA_Trades tweeted about SPY, BTC GN Frens
Let’s end this week with a banger tomorrow $SPY $BTC",1,0,1991,0.4466,https://twitter.com/JMA_Trades/status/1618866321994948610
2023-01-25,"CryptoUB tweeted about ETH, SPY $ETH - I'd like to see a bounce to ~$1,590 to squeeze late shorts. Price swept the previous consolidation period lows while continuing to hold the Range EQ. 

As long as hourlies close above $1,534, late shorts are not safe. 

The concern is $SPY in freefall though

#Ethereum",2,0,252,-0.1793,https://twitter.com/CryptoUB/status/1618260961290498048
2023-01-25,"CryptoKaleo tweeted about SPX, BTC #Bitcoin vs. $SPX

BTC broke out above HTF resistance dating back to the November '21 ATH ~two weeks ago.

It looks like it's about to continue that trend, as it's currently on the verge of breaking out of a pennant it's been accumulating in above support.

It's decoupling szn.",1,0,93,0.34,https://twitter.com/CryptoKaleo/status/1618251821826576385
2023-01-23,"IncomeSharks tweeted about SPX, BTC $SPX - Let's see if we can close like this. Retail has been heavy in puts and shorts. #Bitcoin has been leading the charge with breaking resistances. I don't see why this doesn't finally break. Meanwhile the analysts and media scaring you with talks of ""recession"".",158,27,19051,-0.4939,https://twitter.com/IncomeSharks/status/1617574909592600583
2023-01-23,"DaanCrypto 🔁 DaanCrypto about BTC, SPX $SPX Getting these kind of vibes. Same can be applied to $BTC.

Obviously still need confirmation of this convincingly retaking the Daily 200MA/EMA as well as the yellow diagognal resistance.

Until confirmation this is just an idea. Would like to see if we can reach 4K on SPX.",43,7,15,0.7717,https://twitter.com/DaanCrypto/status/1617551502532575233
2023-01-20,"DaanCrypto tweeted about BTC, SPX $SPX Getting these kind of vibes. Same can be applied to $BTC.

Obviously still need confirmation of this convincingly retaking the Daily 200MA/EMA as well as the yellow diagognal resistance.

Until confirmation this is just an idea. Would like to see if we can reach 4K on SPX.",1,0,779747,0.7717,https://twitter.com/DaanCrypto/status/1616414012459159553
2023-01-18,"IncomeSharks tweeted about SPX, BTC #Bitcoin - 4h OBV broke the uptrend. Good leading indicator that it wasn't breaking up. For now will keep holding my hedge short, not selling or closing longs yet. $SPX has some work to do.",100,23,0,0.0258,https://twitter.com/IncomeSharks/status/1615825634407886848
2023-01-18,"Nebraskangooner tweeted about SPY, BTC This looks like a reversal candle on $SPY

If SPY top is in, not sure what that means for #BTC",6,1,1,0.3265,https://twitter.com/Nebraskangooner/status/1615812437495943168
2023-01-07,"Anbessa100 🔁 Anbessa100 about SPX, BLACKROCK, BTC I haven't called this $SPX downside target for no reason (6months in advance)! 

Do you think #Blackrock calling the crash for you so you can get out right in time? 

I demand complacency. And since I respect the rules of the market,  I'm getting it! 

> [@Anbessa100](https://twitter.com/Anbessa100):
> $SPX Update 🎯✅
> 
> Downside target hit to the cent. Let's bounce. 
> #BTC pls join",0,0,2539,-0.5242,https://twitter.com/Anbessa100/status/1611706710372089857
2023-11-15,"<:quote_tweet:1130467736133316700> TraderSZ quote tweeted TraderSZ about DXY, BTC, ENJ, PYR, BTC, SUSHI, SPX, SOL, TVK, ETH plans remain the same

> [@trader1sz](https://twitter.com/trader1sz):
> If you missed #Bitcoin for Ledges live stream you can catch the recording here.
> 
> Big thanks to @PrimeXBT for making it happen.
> 
> Covered: $BTC $ETH $SPX $PYR $SUSHI $DXY $TVK $SOL $ENJ 
> 
>",2,0,94,0.1779,https://twitter.com/user/status/1724731836880818181
2023-12-11,"IncomeSharks tweeted about BTC, SPX FOMC this week will be interesting with $SPX at resistance and $BTC already showing volatility.",2,0,54,0.4019,https://twitter.com/user/status/1734076674973778380
2023-12-14,"<:quote_tweet:1130467736133316700> IncomeSharks quote tweeted IncomeSharks about RECESSION, MEDIA, STOCK Just remember what the media was saying at the bottom. Now pay attention to what they are saying now.

> [@IncomeSharks](https://twitter.com/IncomeSharks):
> The #media talks about the past (lagging). The #stock market prices in the future (leading). We are going up because the future looks good. The media says #Recession because things have looked bad.",9,1,8,-0.8567,https://twitter.com/user/status/1735385825515536747
2023-11-15,"<:quote_tweet:1130467736133316700> TraderSZ quote tweeted TraderSZ about DXY, BTC, ENJ, PYR, BTC, SUSHI, SPX, SOL, TVK, ETH plans remain the same

> [@trader1sz](https://twitter.com/trader1sz):
> If you missed #Bitcoin for Ledges live stream you can catch the recording here.
> 
> Big thanks to @PrimeXBT for making it happen.
> 
> Covered: $BTC $ETH $SPX $PYR $SUSHI $DXY $TVK $SOL $ENJ 
> 
>",0,0,81,0.1779,https://twitter.com/user/status/1724731836880818181
2023-09-05,"MOHAMAD Ali tweeted about SPY, BTC, ETH $spy $btc $eth dump soon",2,0,654,-0.3818,https://twitter.com/user/status/1699014791954657358
2023-08-17,"Ace tweeted about SPX, ETH Power Hour 8/17 W Ace! 

Live now, checking out stocks and then all things crypto. 

$eth $spx",2,0,4347,0.0,https://twitter.com/user/status/1692254039877021840
2023-08-14,"Ace tweeted about BTC, SPY Power Hour Later! 

3pm EST for a market review on stocks and crypto. 

https://t.co/KqlOJvsoeo

$spy $btc",76,17,1581,0.0,https://twitter.com/user/status/1691116038866223104
2023-07-24,"Ace tweeted about SPY, BTC Power Hour Monday! Live now! $spy $btc",0,0,13,0.0,https://twitter.com/user/status/1683555899288289280
2023-07-17,"<:quote_tweet:1130467736133316700> StonkTrump quote tweeted about BTC, SPY Haven’t caught one of ACE’s streams in a minute… bout to go listen for power hour

Come hang out

> [@HackermanAce](https://twitter.com/HackermanAce):
> Power Hour 7/17 -LIVE NOW
> 
> Checking out the markets , options data and answering questions. 
> 
> Come hang! $spy $btc
> 
>",6,1,133,0.0,https://twitter.com/user/status/1681013767901986816
2023-07-17,"Ace tweeted about BTC, SPY Power Hour 7/17 -LIVE NOW

Checking out the markets , options data and answering questions. 

Come hang! $spy $btc",201,27,1289,0.0,https://twitter.com/user/status/1681007297357545472
2023-07-14,"Ace tweeted about BTC, HUT Imo if $btc crosses 33300 correlating plays in the stock market will explode even more. 

To give an example : $Hut check out the weekly setup via ichimoku,  I expect everything else crypto related in the stock market thats a legit company will follow that path with a breakout.",17,3,1243,0.25,https://twitter.com/user/status/1679678662453362691
2023-07-12,"IncomeSharks tweeted about BTC, STOCK The question remains was #Bitcoin    leading the #Stock market or is it lagging and is due to run. Personally think it's been our guide and it moves then slow legacy markets follow",0,0,8,-0.2732,https://twitter.com/user/status/1679118842432475136
2023-06-05,"HackermanAce tweeted about DXY, SPY, BTC $dxy still doesn't look look strong 

$spy in break out mode. 

They really want this $btc dip lol",2,0,3355,0.1756,https://twitter.com/HackermanAce/status/1665751927215337475
2023-05-31,Nebraskangooner 🔁 Nebraskangooner about BTC 🌟 MONTHLY CANDLE CLOSE DAY #BITCOIN #CRYPTO AND STOCK MARKET UPDATE:,2,0,27355,0.0,https://twitter.com/Nebraskangooner/status/1663967298254716929
2023-05-31,Nebraskangooner tweeted about BTC 🌟 MONTHLY CANDLE CLOSE DAY #BITCOIN #CRYPTO AND STOCK MARKET UPDATE:,15,3,41172,0.0,https://twitter.com/Nebraskangooner/status/1663938691520253953
2023-04-22,"HackermanAce 🔁 HackermanAce about SPY, ETH, BTC I pinned my stream schedule. 

Bringing it back so everyone can find a day to join the stream.  

Stay subbed incase I go live outside of normal programming. BTW, $1,000 giveaway at 100subs! 

> [@HackermanAce](https://twitter.com/HackermanAce):
> The Stream Schedule is back! 
> 
> Sundays 9pm EST
> 
> Mondays 9pm EST 
> 
> Thursdays 3pm EST
> 
> http://Twitch.tv/acestacks 
> 
> Come give a follow and sub to stay updated on my live streams !  Join in as we review data , charts and current trends. $spy $btc $eth",15,4,35,0.6458,https://twitter.com/HackermanAce/status/1649637765082914817
2023-04-06,"Trader_XO tweeted about OP, SPX, GBPUSD, ETH, BTC Shorted:

$SPX - 41s
$GBPUSD 1.25
$BTC 28.6s
$ETH 1880 avg
$OP $2.32

Long:
My balls...and tight invalidations",10,2,283,0.0,https://twitter.com/Trader_XO/status/1643779364398551043
2023-04-03,"Trader_XO tweeted about OP, SPX, GBPUSD, ETH, BTC Only alts Im shorting are $OP and $ETH

Main focus is on $BTC $SPX $GBPUSD",1,0,2509,0.0,https://twitter.com/Trader_XO/status/1643023509021511683
2023-03-21,"HackermanAce tweeted about BTC Oh god just saw a $btc megaphone chart aiming for a lower low and then in the comments comparing it to stock market megaphones. 

Stock market setups like that DO NOT work the same way or at the same speed as crypto. No need to post that non-sense.  If we start losing levels on… https://twitter.com/i/web/status/1638170030515838976",3,0,3779,-0.5423,https://twitter.com/HackermanAce/status/1638170030515838976
2023-03-15,"Murfski_ tweeted about SPX, BTC, DXY #BTC at range highs

$DXY waking up with a nice rally

$SPX hovering at support just above it’s former downtrend line

Something’s telling me tread carefully",16,2,905,0.7184,https://twitter.com/Murfski_/status/1636021875888525322
2023-03-02,"MacroCRG tweeted about SPX, ETH, BTC $SPX setting up a bullish engulfing daily reversal candle from 200DMA 

$BTC & $ETH got 9 figures of trapped shorts (if this bounce holds)

It's looking good so far.... stop at entry & let it ride",9,2,1171,-0.4549,https://twitter.com/MacroCRG/status/1631370728942477313
2023-03-02,"eliz883 tweeted about SPX, BTC, DYX if you look at $SPX $DYX and $BTC ...what the market is telling you 🤔 ?!",5,0,5,0.0,https://twitter.com/eliz883/status/1631230496767188994
2023-03-02,"eliz883 tweeted about SPX, BTC, DYX if you look at $SPX $DYX and $BTC ...what the market is telling you 🤔",4,0,20,0.0,https://twitter.com/eliz883/status/1631230460700368898
2023-02-27,"IncomeSharks tweeted about MICROCAPS, BTC, STOCK I'm pretty sure I hold #Microcaps that are less volatile than the #Stock market lately. #Bitcoin swings a few % a week while stocks are swinging 10% intraday.",2,0,114,0.6705,https://twitter.com/IncomeSharks/status/1630234580535091200
2023-02-21,"HackermanAce tweeted about BTC $BTC reacting after the stock market close, not looking good right now.",62,14,2835,-0.3412,https://twitter.com/HackermanAce/status/1628144745544404992
2023-02-17,"eliz883 🔁 eliz883 about BTC, SPX From the future 👁️ 

> [@eliz883](https://twitter.com/eliz883):
> Q1  2023 $SPX weaker than $BTC 📌",2,0,3173,-0.4404,https://twitter.com/eliz883/status/1626674350958030848
2023-02-14,"DaanCrypto 🔁 DaanCrypto about BTC, SPX Curious to see how the market digests this today. I think the market would have gone down a lot more if it wasn't for the excessive hedging.

Funny enough, if today ends up flat in the markets these option premiums will get absolutely crushed due to the lower volatility. 

> [@DaanCrypto](https://twitter.com/DaanCrypto):
> Consensus for today seems to be a large move regardless of direction.
> 
> Put buying and hedging in TradFi is at very elevated levels.
> 
> Expecting at least a 2% move in $SPX and 3% in $BTC today unless we come in right at estimates. Even then I think volatility will be high.",43,7,2,-0.024,https://twitter.com/DaanCrypto/status/1625491095231815684
2023-02-14,"DaanCrypto tweeted about BTC, SPX Consensus for today seems to be a large move regardless of direction.

Put buying and hedging in TradFi is at very elevated levels.

Expecting at least a 2% move in $SPX and 3% in $BTC today unless we come in right at estimates. Even then I think volatility will be high.",1,0,17,0.0,https://twitter.com/DaanCrypto/status/1625460972495183874
2023-02-02,"IncomeSharks tweeted about RECESSION, STOCK, MEDIA The #media talks about the past (lagging). The #stock market prices in the future (leading). We are going up because the future looks good. The media says #Recession because things have looked bad.",28,2,4271,-0.8415,https://twitter.com/IncomeSharks/status/1621006334962581505
2023-02-01,"JMA_Trades 🔁 JMA_Trades about SPY, BTC $SPY $425
$BTC $30k 

> [@JMA_Trades](https://twitter.com/JMA_Trades):
> $SPY $425 will come soon and bears will be completely wiped out.
> It's going to be marvelous!",7,1,9,0.636,https://twitter.com/JMA_Trades/status/1620924616222076929
2023-01-27,"cryptclay tweeted about BTC #Bitcoin is still a tiny fraction of world assets:

BTC
▓ $0.4T

Gold
▓▓▓▓ $11T

S&P 500
▓▓▓▓▓▓▓▓ $36T

Global Equities
▓▓▓▓▓▓▓▓▓▓▓▓▓ $110T

Global Debt
▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓ $300T

Global Real Estate
▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓ $325T",3,0,400,-0.2023,https://twitter.com/cryptclay/status/1618934677192204290
2023-01-27,"JMA_Trades tweeted about SPY, BTC The ones that believe will be the ones that prosper greatly.
$SPY $425
$BTC $30k",0,0,328,0.0,https://twitter.com/JMA_Trades/status/1618807172833619972
2023-01-18,"DaanCrypto tweeted about BTC, SPX It made a lot of sense to see $BTC go down together with $SPX during 2022 mainly related due to diminishing liquidity in the markets and rising bond yields (risk free yield). These factors influence both crypto and stocks.

What I'm wondering is...",28,6,6,0.296,https://twitter.com/DaanCrypto/status/1615794813969879040
2023-01-18,"JMA_Trades tweeted about ETH, SPY Just closed my $SPY puts for a hefty profit and I’m done for the day. 

Didn’t post my trade because I wasn’t convinced enough to have you guys follow and short into strength. Just watching out for the homies. 

I am still short $ETH though.",2,0,17,0.8316,https://twitter.com/JMA_Trades/status/1615743409653678091
2023-01-10,"eliz883 🔁 eliz883 about SPX, BTC 📌 

> [@eliz883](https://twitter.com/eliz883):
> Q1  2023 $SPX weaker than $BTC 📌",5,0,2646,-0.4404,https://twitter.com/eliz883/status/1612878834810105857
2023-01-02,"JMA_Trades tweeted about SPY, BTC 99% of #crypto or stock tweets I see are bearish. Coming from big and small account. 

I’m thinking it’s time to increase the dca amount and start looking for longs🤷‍♂️ $BTC $SPY",0,0,46,0.3182,https://twitter.com/JMA_Trades/status/1609915939813834753
2023-11-15,"<:retweet:1130467740306657360> Theta Warrior retweeted TrendSpider about QQQ, SPY, AAPL RT @TrendSpider: $SPY, $QQQ and $AAPL all printed TW Pivot buy signals in unison at the October lows...

I think you know what happened nex…",14,3,49,-0.2023,https://twitter.com/user/status/1724610813774663862
2023-11-15,"<:retweet:1130467740306657360> ReciKnows retweeted 𝕋ℝ𝕀𝔾𝔾𝔼ℝ 𝕋ℝ𝔸𝔻𝔼𝕊 🎯 about SPX RT @TriggerTrades: $SPX remained above 4375 then extended the B-Wave to the secondary 4500 termination target.

There may be modest upside…",8,1,7,0.0,https://twitter.com/user/status/1724637637972312550
2023-11-15,"<:retweet:1130467740306657360> ReciKnows retweeted SmartReversals📈 about SPX RT @SmartReversals: $SPX - Daily Chart:

✅Target for the bull move mentioned at the beginning of last week and not disregarded after Thursd…",3,0,42,0.2924,https://twitter.com/user/status/1724668792222183783
2023-11-15,<:retweet:1130467740306657360> ReciKnows retweeted Tradytics about SPY RT @Tradytics: $450 still very tough here on $SPY ODTE. Big positive levels repel price and it's struggling to stay above and repel upwards…,20,2,1666,0.0018,https://twitter.com/user/status/1724846714228740098
2023-11-16,Theta Warrior tweeted about SPY $SPY This market continues to defy gravity. 🪶,1,0,940,0.0,https://twitter.com/user/status/1724972627549192584
2023-11-16,"<:retweet:1130467740306657360> ReciKnows retweeted Jake Wujastyk about SPY, SPX RT @Jake__Wujastyk: $SPY $SPX #SPY Definitely reason for short-term caution here as the RSI is the most overbought since the July highs.…",4,0,269865,0.4019,https://twitter.com/user/status/1725025180140044688
2023-11-16,"Nebraskangooner tweeted about SPY $SPY

Watching for potential evening star formation today at resistance which would set up for a small pullback",2,0,4055,0.0,https://twitter.com/user/status/1725135675006075218
2023-11-16,"Nebraskangooner tweeted about SPY $SPY

Gapped down after all so on watch here for rejection right at upper boundary. 

Today could develop into an evening star pattern but we'll see",92,22,207,-0.3071,https://twitter.com/user/status/1725180244636623346
2023-11-16,"Mr Chuck Norris tweeted about SPY $SPY 1H Chart

Price bounced off the lower boundary / support /  of bull flag",5,0,10352,0.128,https://twitter.com/user/status/1725200307603284304
2023-11-16,Mr Chuck Norris tweeted about SPY $SPY 15 Min Chart,1,0,774,0.0,https://twitter.com/user/status/1725211051292008645
2023-11-16,"<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about SPY $SPY 

So we had falling wedge breakout and now rising wedge breakdown ?

Presently price testing the pre - market lows , do we break down or bounce?

> [@kholov23](https://twitter.com/kholov23):
> $SPY 15 Min Chart",45,5,340,-0.4631,https://twitter.com/user/status/1725228012709290212
2023-11-16,"<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about SPY $SPY 1H Chart

And when we come back and pay attention to this chart, we clearly see a move :

From lower boundary to the upper boundary of bull flag 😊

> [@kholov23](https://twitter.com/kholov23):
> $SPY 1H Chart
> 
> Price bounced off the lower boundary / support /  of bull flag",0,0,864,0.765,https://twitter.com/user/status/1725252646397968564
2023-11-16,Theta Warrior tweeted about SPY $SPY R A N G E ⛓️,23,5,83,0.0,https://twitter.com/user/status/1725295961499480338
2023-11-16,<:retweet:1130467740306657360> StonkTrump retweeted John Trades MBA about SPY RT @JPATrades: My thanksgiving dinner sponsored by $SPY puts 🥲,0,0,565,0.0,https://twitter.com/user/status/1725298234283704498
2023-11-16,"<:retweet:1130467740306657360> Theta Warrior retweeted TW Elite Trading about LOTTOFRIDAY, SPY, TSLA RT @TWEliteOfficial: DISCLAIMER: HIGH RISK #LottoFriday

*Risk only what you can lose*

Free Trade Setups:
$SPY 452C > 451.38 | 447P < 447.…",42,8,7,-0.516,https://twitter.com/user/status/1725300458674094382
2023-11-17,"Mr Chuck Norris tweeted about SPY $SPY 1H Chart

Breakout / Retest Scenario 

Presently price is testing back the previous breakout zone / bull flag  trend line /",13,1,3,0.0,https://twitter.com/user/status/1725526447693889609
2023-12-03,"Ian McMillan, CMT tweeted about CANE, ESPO, SPYG, MGC, XLC, QQQ, EDUT The largest drops in RS over the last two weeks have come from Education, Comm Services, Sugar, eSports, Large Cap Growth, Nasdaq 100, and Mega Caps

$EDUT $XLC $CANE $ESPO $SPYG $QQQ $MGC",1,0,2,0.3818,https://twitter.com/user/status/1731361341925953543
2023-12-03,"Ian McMillan, CMT tweeted about IWM, QQQ, SPY, DIA Not too shabby on the Weekly HA update...

$SPY $IWM $QQQ $DIA",0,0,32,0.4824,https://twitter.com/user/status/1731374731406770384
2023-12-07,"Nebraskangooner tweeted about SPY $SPY

Didn't realize how nasty this looks

Large bearish engulfing candle today with OBV sharp spike

Usually see a pull back from this. 

I'd say $449 next stop at the 22ema (red line)",125,33,631,0.1838,https://twitter.com/user/status/1732581199632069084
2023-12-08,Theta Warrior tweeted about SPY $SPY Above Ask Sweeper  🧹,0,0,146,0.0,https://twitter.com/user/status/1733191183764009131
2023-12-08,"<:quote_tweet:1130467736133316700> Mr Chuck Norris quote tweeted Mr Chuck Norris about SPY $SPY 👇☕️

> [@kholov23](https://twitter.com/kholov23):
> $SPY Weekly Chart
> 
> One Big Cup And Handle Formation ☕️",6,1,239,0.0,https://twitter.com/user/status/1733216153177055526
2023-12-11,"Daan Crypto Trades tweeted about SPX $SPX Is at it's last big resistance before reaching all time highs.

Big area though. Been consolidating beneath it for some weeks now.

Trade SPX, FX & Commodities with Crypto:
https://t.co/VZNADvrnZu",98,26,177,0.2023,https://twitter.com/user/status/1734113894770053333
2023-12-11,"Ian McMillan, CMT tweeted about RSPT, SPX $RSPT vs. $SPX",33,4,5918,0.0,https://twitter.com/user/status/1734268629833675166
2023-12-11,"Ian McMillan, CMT tweeted about SPX, RSPT $RSPT vs. $SPX",0,0,652,0.0,https://twitter.com/user/status/1734268629833675166
2023-12-11,"IncomeSharks tweeted about SPX $SPX - As long as CPI, FOMC, and Job Data don't through a wrench in things we could be seeing a breakout. It seems strange it's poking it's head out on close right before numbers come in. Trying to bait some people before a correction? We saw it on the reverse near the bottom.",2,0,0,-0.2023,https://twitter.com/user/status/1734323380839723335
2023-12-12,"Ian McMillan, CMT tweeted about QQQ, DIA, SPY, IWM Everyone is above their July highs, except for you-know-who...

$SPY $QQQ $IWM $DIA",30,4,49,0.0,https://twitter.com/user/status/1734574631770620116
2023-12-12,"Ian McMillan, CMT tweeted about QQQ, SPY, DIA, IWM Everyone is above their July highs, except for you-know-who...

$SPY $QQQ $IWM $DIA",47,9,240,0.0,https://twitter.com/user/status/1734574631770620116
