date,full_content,assigned_event,similarity
2023-03-16,"reciknows tweeted about QQQ, STOCKMARKET, GLD, DIA, TLT, DXY, SBNY, IWM, SVIB, CPI, SPY, CS, FOMC, XLF, VIX $TLT Daily. #TLT ascending triangle in play for 20+ treasury bonds 

$SPY $QQQ $IWM $DIA $XLF $GLD $VIX #CPI #FOMC $DXY $SVIB $SBNY $CS #StockMarket",0,0.6126635586159008
2023-03-16,"reciknows tweeted about QQQ, ES=F, DIA, SBNY, DJIA, IWM, SVIB, SDOW, SPY, UDOW, CS, DOWJONES $DIA Weekly. #DIA still holding the breakout from downtrend line – backtest? 

$DJIA $SPY $QQQ $IWM $ES_F $SDOW #DowJones $SVIB $SBNY $UDOW $CS",0,0.615842047440488
2023-03-16,"reciknows tweeted about XLK, ES=F, QQQ, SBNY, XLF, IWM, SVIB, SPY, CS, SPX $SPY Daily. #SPY still anticipating a bounce here despite below 50, 100 & 200sma. Would be a re-test of the breakdown from this head & shoulders pattern (396-400) 

$SPX $ES_F #SPX #ES_F $XLK $IWM $QQQ $SVIB $SBNY $CS $XLF",0,0.5916285727919477
2023-03-16,"reciknows tweeted about QQQ, DIA, SBNY, IWM, SVIB, SPY, CS, RTY_F, SMALLCAPS $IWM Daily. Failed pennant breakout into -> breakdown from pennant. Currently flashing bullish reversal divergence so a bounce is in play so long as #IWM holds > 170 

$RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA $SVIB $SBNY $CS",0,0.8151295830777985
2023-03-16,"reciknows tweeted about QQQ, SIVB, JPM, SBNY, C, IWM, SPY, CS, WFC, XLF, GS, BAC, MS $XLF Daily. #XLF bullish reversal divergence, bounce in play as long as it holds today's low. Still hasn't cracked Oct low either 

$SPY $QQQ $IWM $BAC $GS $WFC $MS $JPM $C $CS $SBNY $SIVB",0,0.8151295830777985
2023-03-16,"reciknows 🔁 Tradytics about SPY, SPX How are markets looking from a data standpoint $SPX $SPY 👌

Bull case
1. Pretty nice darkpool buying
2. Deltas have turned bullish too

Bear case
1. AVWAP right above
2. MNF is just not giving up

I'm a bit confused, but leaning slightly bullish, not very short term though.",0,0.8252711060526563
2023-03-16,HackermanAce 🔁 AndrewHiesinger about SPY $100M+ in Put Spikes on $SPY in the last hour today 👇,0,0.615842047440488
2023-03-15,"reciknows 🔁 optionflys about SPY, QQQ, SPX $SPX Next update : 03/15/2023 

$SPY $QQQ",0,0.5916285733016204
2023-03-15,"reciknows 🔁 dana_marlane about SPY, QQQ BlackRock CEO Fink Warns of Financial Risks, Persistent Inflation $SPY $QQQ",0,0.7430372078269433
2023-03-15,"reciknows 🔁 unusual_whales about SPY, TSLA Largest Flow today (15 min delayed): 

$TSLA put $175 2024-01-19 - Prem: $16,005,000
$SPY put $372 2023-04-21 - Prem: $13,101,582
$SPY put $372 2023-04-21 - Prem: $12,957,210
$TSLA call $230 2024-01-19 - Prem: $11,710,000

 Link (+ live flow): http://unusualwhales.com/flow?limit=50&min_premium=1000000&min_size=150&intraday_only=true&order=Prem&exclude_deep_itm=true",0,0.6158420719054848
2023-03-15,"ATMSnipes 🔁 ATMSnipes about SPY, SVB (1/x) $SPY - Daily

We had some nasty DVOL days to end last week for obvious reasons being $SVB 

The market will likely trap eagar sellers expecting instant continuation to start the week 

But I do see some chop as we have CPI Tuesday & PPI Wednesday around the $389 level.

🔑… https://twitter.com/i/web/status/1635024514919591937",1,0.7896312817203776
2023-03-15,"ATMSnipes 🔁 ATMSnipes about SPY $SPY seeing some similarities to April 22’ & Jan 22’

If true… sellers want to break $385 with volume

From there I expect stops to get ran at $369 before a favorable rally can be in play",0,0.7057965792335028
2023-03-15,"optionsprochick tweeted about SPY $SPY bouncing today above $390 I'm watching this >$392.56 for continued momentum if the indices are strong tomorrow.
Resistance: $395.88, $398, $400.61 
Eyeing the 392c",0,0.7405643356371229
2023-03-13,"reciknows 🔁 optionflys about SPY, QQQ, SPX $SPX Next update : 03/13/2023 

$SPY $QQQ",0,0.5916285733016204
2023-03-13,"reciknows 🔁 TrendSpider about JPM, MSFT, IWM, SPY, XOP, TSLA Some interesting put flow coming in above the ask this afternoon, check it out! 👀👇

$SPY $XOP $JPM $TSLA $MSFT $IWM",0,0.615842047440488
2023-03-13,"reciknows 🔁 Investingcom about SPY 🇺🇸U.S. ECONOMIC DATA THIS WEEK:

*CPI INFLATION (TUES.)
*PPI INFLATION (WED.)
*RETAIL SALES (WED.)
*NY FED FACTORY INDEX (WED.)
*PHILLY FED FACTORY INDEX (THURS.)
*JOBLESS CLAIMS (THURS.)
*HOUSING STARTS (THURS.)
*CONSUMER SENTIMENT (FRI.)

👉 https://www.investing.com/economic-calendar/

$SPY",1,0.8901878675370621
2023-03-13,"optionsprochick tweeted about SPY, ROKU, XLF My trades today
$SPY 390c +25% 
$XLF open
$ROKU open
Tougher more volatile day.
Cpi tomorrow, all eyes on that 👀",0,0.7402575005123354
2023-03-13,"DaanCrypto tweeted about BTC, GOLD, EUR, SPX $BTC vs $SPX, $GOLD & $EUR",0,0.7181375225239722
2023-03-13,"reciknows 🔁 reciknows about QQQ, ES=F, DIA, SBNY, DJIA, IWM, SVIB, SDOW, SPY, UDOW, DOWJONES $DIA Weekly. #DIA continuation to the downside after retesting the break down from triangle. May see a bounce here off the downtrend line, but momentum not looking good for the bull plot 

$DJIA $SPY $QQQ $IWM $ES_F $SDOW #DowJones $SVIB $SBNY $UDOW",0,0.7805883298914098
2023-03-13,"reciknows 🔁 reciknows about XLK, NQ=F, QQQ, AMZN, NASDAQ, MSFT, NDX, SBNY, SVIB, SPY, AAPL $QQQ Weekly. #QQQ relative strength compared to #SPY and still holding the breakout. Potential bull flag and the 200sma around ~285 can offer support 

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY $SVIB $SBNY",0,0.698449728661834
2023-03-13,"reciknows 🔁 reciknows about QQQ, DIA, SBNY, IWM, SVIB, SPY, RTY_F, SMALLCAPS $IWM Weekly. #IWM failed breakout from the descending triangle, potential bounce ~ 170. Will need to reclaim 50/200sma to turn bullish, wouldn't be surprised if this tests Oct low's.. 

#IWM $RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA $SVIB $SBNY",0,0.7233428411177114
2023-03-13,"reciknows 🔁 reciknows about XLK, NQ=F, QQQ, AMZN, NASDAQ, MSFT, NDX, SBNY, SVIB, SPY, AAPL $QQQ Weekly. #QQQ testing 50/200sma, a bounce here could lead to breakout from the proposed bull flag. Failure to hold, possible support from 100sma ~ 284

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY $SVIB $SBNY",0,0.7470482626556163
2023-03-13,"reciknows 🔁 reciknows about QQQ, DIA, SBNY, IWM, SVIB, SPY, RTY_F, SMALLCAPS $IWM Daily. #IWM failed breakout from the pennant, now testing lower trendline support. Could see a bounce here but now below 50, 100 & 200sma which is bearish. 

$RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA $SVIB $SBNY",0,0.6871304525393894
2023-03-13,"reciknows 🔁 reciknows about QQQ, STOCKMARKET, GLD, DIA, TLT, DXY, SBNY, IWM, SVIB, CPI, SPY, FOMC, XLF, VIX $TLT Weekly. #TLT previous week's bullish reversal hammer candlestick confirmed after last week's move (albeit due to macro news). 

$SPY $QQQ $IWM $DIA $XLF $GLD $VIX #CPI #FOMC $DXY $SVIB $SBNY #StockMarket",0,0.6377407002749684
2023-03-13,Nebraskangooner tweeted about SPY $SPY dropping towards the major support zone below during pre market,0,0.7922663801992481
2023-03-13,"DaanCrypto tweeted about GOLD, BTC, SPX It will be interesting whether #Bitcoin decides to follow $SPX down or $GOLD up today.

Seems completely undecisive ever since the futures open where it's basically trading in between both now.",0,0.737291622754822
2023-03-13,"kpak82 🔁 Investingcom about SPY $SPY  exciting week ahead 

> [@Investingcom](https://twitter.com/Investingcom):
> 🇺🇸U.S. ECONOMIC DATA THIS WEEK:
> 
> *CPI INFLATION (TUES.)
> *PPI INFLATION (WED.)
> *RETAIL SALES (WED.)
> *NY FED FACTORY INDEX (WED.)
> *PHILLY FED FACTORY INDEX (THURS.)
> *JOBLESS CLAIMS (THURS.)
> *HOUSING STARTS (THURS.)
> *CONSUMER SENTIMENT (FRI.)
> 
> 👉 https://www.investing.com/economic-calendar/
> 
> $SPY",1,0.8884191139434343
2023-03-13,"HackermanAce 🔁 dafster17 about ES=F, QQQ, CMG, SPY, SPX It's gonna be a good week in stocks ! 

Good luck everyone! 

> [@dafster17](https://twitter.com/dafster17):
> $SPY $SPX $ES $ES_F
> 
> Pretty serious movement here so far into the evening session.
> 
> Honestly not surprised to see it to be truthful. Very excited to see how we shake out tomorrow
> 
> I have one large Bull position on $CMG. Sure wishing that I would have swung $QQQ
> 
> Still early",0,0.726375954400992
2023-03-13,"reciknows tweeted about QQQ, STOCKMARKET, GLD, DIA, TLT, DXY, SBNY, IWM, SVIB, CPI, SPY, FOMC, XLF, VIX $TLT Weekly. #TLT previous week's bullish reversal hammer candlestick confirmed after last week's move (albeit due to macro news). 

$SPY $QQQ $IWM $DIA $XLF $GLD $VIX #CPI #FOMC $DXY $SVIB $SBNY #StockMarket",0,0.6377407002749684
2023-03-13,"reciknows tweeted about QQQ, DIA, SBNY, IWM, SVIB, SPY, RTY_F, SMALLCAPS $IWM Daily. #IWM failed breakout from the pennant, now testing lower trendline support. Could see a bounce here but now below 50, 100 & 200sma which is bearish. 

$RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA $SVIB $SBNY",0,0.6871304525393894
2023-03-13,"reciknows tweeted about XLK, NQ=F, QQQ, AMZN, NASDAQ, MSFT, NDX, SBNY, SVIB, SPY, AAPL $QQQ Weekly. #QQQ testing 50/200sma, a bounce here could lead to breakout from the proposed bull flag. Failure to hold, possible support from 100sma ~ 284

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY $SVIB $SBNY",0,0.7470482626556163
2023-03-13,"reciknows tweeted about QQQ, DIA, SBNY, IWM, SVIB, SPY, RTY_F, SMALLCAPS $IWM Weekly. #IWM failed breakout from the descending triangle, potential bounce ~ 170. Will need to reclaim 50/200sma to turn bullish, wouldn't be surprised if this tests Oct low's.. 

#IWM $RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA $SVIB $SBNY",0,0.7233428411177114
2023-03-13,"reciknows tweeted about XLK, NQ=F, QQQ, AMZN, NASDAQ, MSFT, NDX, SBNY, SVIB, SPY, AAPL $QQQ Weekly. #QQQ relative strength compared to #SPY and still holding the breakout. Potential bull flag and the 200sma around ~285 can offer support 

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY $SVIB $SBNY",0,0.698449728661834
2023-03-13,"reciknows tweeted about QQQ, ES=F, DIA, SBNY, DJIA, IWM, SVIB, SDOW, SPY, UDOW, DOWJONES $DIA Weekly. #DIA continuation to the downside after retesting the break down from triangle. May see a bounce here off the downtrend line, but momentum not looking good for the bull plot 

$DJIA $SPY $QQQ $IWM $ES_F $SDOW #DowJones $SVIB $SBNY $UDOW",0,0.7805883298914098
2023-03-13,"reciknows tweeted about XLK, ES=F, QQQ, SBNY, IWM, SVIB, SPY, SPX $SPY Daily. #SPY possible head & shoulders breakdown? Just barely holding onto the breakout from downtrend. Could see a bounce here but now below 50, 100 & 200sma so looks pretty bearish. 

$SPX $ES_F #SPX #ES_F $XLK $IWM $QQQ $SVIB $SBNY",0,0.6197945089929897
2023-03-13,"reciknows tweeted about XLK, ES=F, QQQ, SBNY, IWM, SVIB, SPY, SPX $SPY Weekly. #SPY looking like a fake breakout from the downtrend, potential bounce zone between 377 - 371 (~200sma). 

$SPX $ES_F #SPX #ES_F $XLK $IWM $QQQ $SVIB $SBNY",0,0.5916285727919477
2023-03-13,"reciknows tweeted about XLK, NQ=F, QQQ, AMZN, NASDAQ, STOCKMARKET, MSFT, NDX, SBNY, SVIB, SPY, AAPL $QQQ Weekly. #QQQ relative strength compared to #SPY and still holding the breakout. Potential bull flag and the 200sma around ~285 can offer support 

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY #StockMarket $SVIB $SBNY",0,0.698449728661834
2023-03-13,"reciknows tweeted about XLK, NQ=F, QQQ, AMZN, NASDAQ, STOCKMARKET, MSFT, NDX, SPY, AAPL $QQQ Weekly. #QQQ relative strength compared to #SPY and still holding the breakout. Potential bull flag and the 200sma around ~285 can offer support 

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY #StockMarket",0,0.698449728661834
2023-03-13,"reciknows tweeted about XLK, ES=F, QQQ, IWM, SPY, SPX $SPY Weekly. #SPY looking like a fake breakout from the downtrend, potential bounce zone between 377 - 371 (~200sma). 

$SPX $ES_F #SPX #ES_F $XLK $IWM $QQQ",0,0.5916285727919477
2023-03-12,"reciknows 🔁 PikesPeakTrades about SPX $SPX bulls have a chance to drive home a powerful market reversal pattern through Tuesday close. Here's the price level that eliminates the most bearish wavers out there. 

And for the details of that pattern, watch here (if you haven't already): https://youtu.be/drvoXkM-hcY",0,0.6347810546202579
2023-03-12,"the_chart_life tweeted about SPY, ES=F, SPX Interesting spot here at 3890 to start the week. Has seen quite a bit of price action over the last 10 months or so. TBD if that means anything over the short term.

$ES_F $SPX $SPY",0,0.6965232194758388
2023-03-12,"ATMSnipes tweeted about SPY $SPY seeing some similarities to April 22’ & Jan 22’

If true… sellers want to break $385 with volume

From there I expect stops to get ran at $369 before a favorable rally can be in play",0,0.7057965792335028
2023-03-12,"ATMSnipes tweeted about SPY, SVB (1/x) $SPY - Daily

We had some nasty DVOL days to end last week for obvious reasons being $SVB 

The market will likely trap eagar sellers expecting instant continuation to start the week 

But I do see some chop as we have CPI Tuesday & PPI Wednesday around the $389 level.

🔑… https://twitter.com/i/web/status/1635024514919591937",1,0.7896312817203776
2023-03-11,"the_chart_life tweeted about RUT, IWM, SPY, RTY_F, SPX Highest level of New Relative Lows on the Russell 2000 since November 2021...

$IWM $RUT $RTY_F $SPX $SPY",0,0.5916285733016204
2023-03-10,"ShardiB2 tweeted about SPY $SPY

Definitely not awesome and red line starting to form.... could hit my yellow support line which would bring us to about oversold levels on the daily.... hopefully we don't get there but Mondays after days like this can easily continue lower on the open and then reverse",0,0.615842047440488
2023-03-10,"reciknows 🔁 Jake__Wujastyk about SPY, SPX $SPY $SPX #SPY Great case study on volume gaps today as price continues to go straight through this one after breaking the October low VWAP this morning.",0,0.6169400853019711
2023-03-10,"JMA_Trades tweeted about SPY Load you load up? 
$SPY",0,0.615842047440488
2023-03-10,"the_chart_life tweeted about SPY, IWM, SPX 10 of 11 Sectors (Industrials being the outlier) with a majority of components below their respective 50d moving average. Not too concerning right off the bat, we also had this in late December and that didn't lead to anything. TBD if this time sees more downside.

$SPX $IWM $SPY… https://twitter.com/i/web/status/1634212585045217281",0,0.5916285733016204
2023-03-10,"reciknows 🔁 PikesPeakTrades about SPX $SPX Daily update
Wave ii's are meant to be scary. Yesterday's bank news did that.
But notice RSI and MACD + closing divergence. Recovering the 200 SMA and the bull channel ~$3940 is now key to keeping this count on track.
Below the .786 fib probability moves to a bearish count.",0,0.6980410914922005
2023-03-10,eliz883 tweeted about SPX so simple $SPX for now flat on spx...but flip 4h and me looking for long,1,0.557020524209588
2023-03-10,"reciknows tweeted about QQQ, DIA, IWM, SPY, RTY_F, SMALLCAPS $IWM Daily. #IWM equal leg targets from the initial bear flag breakdown has been completed... coincidentally around the 200sma. 

#IWM $RTY_F #RTY_F #smallcaps $SPY $QQQ $DIA",0,0.7314675397734808
2023-03-10,"reciknows tweeted about XLK, NQ=F, QQQ, AMZN, NASDAQ, STOCKMARKET, MSFT, NDX, SPY, AAPL $QQQ Daily. Relative strength compared to #SPY, 50/200 sma around 288/290 so could see a bounce there. Below that, would look for a bounce off low 280's

$NDX $NQ_F $XLK #Nasdaq $AAPL $MSFT $AMZN $SPY #StockMarket",0,0.6571916089599791
2023-03-10,"reciknows tweeted about XLK, ES=F, QQQ, IWM, SPY, SPX $SPY Daily. NFP data tomorrow and #SPY closed below 200sma. Technicals looks pretty bearish and some light support ~ 387/389 with stronger support in the low 380's. 

$SPX $ES_F #SPX #ES_F $XLK $IWM $QQQ",0,0.6960421025587176
2023-03-10,"reciknows 🔁 optionflys about SPY, QQQ, SPX $SPX Next update : 03/09/2023

$SPY $QQQ",0,0.5916285733016204
2023-03-09,"Nebraskangooner tweeted about SPY $SPY

High volume head and shoulders breakdown.

Targeting the lows.",0,0.615842047440488
2023-03-09,eliz883 tweeted about SPX In box me short again $SPX,1,0.6072259982854262
2023-03-09,"LSDinmycoffee tweeted about SPX watching if $SPX can reclaim 4000

if not then last week was a nasty bull trap, short and target 3860

if yes, then long and target 4150

simple reasoning",1,0.7829225068969877
2023-03-09,"reciknows 🔁 PikesPeakTrades about SPX $SPX Daily update
The bullish nest builds!
$4020 recapture opens the door to $4090 gap fill.
That pivot unlocks the big move through month end above $4200.
I'll reconsider a bear count if $3900 is lost quickly with force.",0,0.6409825591139166
2023-03-09,"reciknows 🔁 optionflys about SPY, QQQ, SPX $SPX Next update : 03/08/2023

$SPY $QQQ",0,0.5916285733016204
2023-03-08,"btstocktrading 🔁 TrendSpider about SPY, QQQ Both $SPY and $QQQ continue to hover around their Volume PoCs from all time highs... 👀 🍿",0,0.615842047440488
2023-03-08,"reciknows 🔁 Zig_ZagTrades about SPY @ir_rizzle $SPY  4h 
Valid bear count for sure.",0,0.7314675440114704
2023-03-17,"reciknows 🔁 cfromhertz about SPY today is quadwitching 

notable:
1 .  $SPY and all SPDR Sector ETFs go ex div (always on quad witch)

2.  the open - Index futures expire on Open - and Mar futures expire SQ (special quotation) market on open
 - so there will be HEAVY VOLUME ON OPEN

3. S&P & Nasdaq indices… https://twitter.com/i/web/status/1636695979528269824",0,0.84694010623951
2023-03-17,CryptoParadyme tweeted about SPY Manifest free money friday tomorrow $SPY,0,0.615842047440488
2023-03-15,"optionsprochick tweeted about SNOW, IWM, SPY Watching $SNOW $IWM $SPY to name a few today! 😀",0,0.615842047440488
2023-03-14,"BigCheds 🔁 SethCL about SPY, QQQ, SPX “I’ve never met a wealthy pessimist”

~William O’Neil 

$SPX $SPY $QQQ",0,0.5916285733016204
2023-03-13,Bullish_Trades tweeted about SPY $SPY green,0,0.615842047440488
2023-03-10,"HackermanAce tweeted about SPY $spy 384.90 

Looking for a bounce then.",0,0.615842047440488
2023-03-10,"reciknows 🔁 ripster47 about SPY $SPY
Mixed Bag on Job Reports, While Non Farm Payroll came higher ;the Unemployment Increase is tiny relief for the market as it assumes Fed Rate increase is helping  and they might reduce/less hike on rates in coming meetings

Next CPI report will be key now.

Market small pop… https://twitter.com/i/web/status/1634188123692474368",1,0.912179720921359
2023-03-09,"optionsprochick tweeted about SPY, META, BJ, AMD Watching $SPY $META $AMD $BJ to name a few today! 😀",0,0.615842047440488
2023-03-08,"HackermanAce tweeted about SPY $spy 5 min setup

403. N 404 calls for next week. 

Let's see if we get the trigger .",0,0.615842047440488
2023-03-16,"LSDinmycoffee 🔁 TaviCosta about @TaviCosta yes, talked about it a few days ago



> [@TaviCosta](https://twitter.com/TaviCosta):
> Gold has been outperforming overall equities since November. 
> 
> In fact:
> 
> Today's performance of the gold-to-S&P 500 ratio is almost perfectly tracking the historical average performance during times when the % of inversions in the US Treasury curve also went above the 70%… https://twitter.com/i/web/status/1636112181950570496",1,0.8179435001386071
2023-03-13,"Trader_XO 🔁 Trader_XO about CFA's going to flip bearish 

Grift capital promised us new highs and recession was no longer the case.  

> [@Trader_XO](https://twitter.com/Trader_XO):
> How’s that multi month trendline break on Nasdaq and SP500 working out for the global macro CFA analysts",0,0.7793176160821703
2023-03-12,"the_chart_life 🔁 scottcharts about On Friday, the S&P 500, S&P 600 and Nasdaq all saw the most 52-week lows since October 13 when the S&P 500 made its price low",0,0.5894549525371594
2023-03-10,"Trader_XO 🔁 Trader_XO about ....  

> [@Trader_XO](https://twitter.com/Trader_XO):
> How’s that multi month trendline break on Nasdaq and SP500 working out for the global macro CFA analysts",0,0.5894549525371594
2023-03-09,"CryptoJelleNL tweeted about While we worry about whether or not the US stock market is going to hades, european stocks are chugging along nicely.

My portfolio doesn't mind.",1,0.8621948748697222
2023-03-17,"FirstSquawk tweeted about DOW JONES UNOFFICIALLY CLOSES DOWN 403.00 POINTS, OR 1.25 PERCENT, AT 31,843.55

NASDAQ UNOFFICIALLY CLOSES DOWN 88.41 POINTS, OR 0.75 PERCENT, AT 11,628.87

S&P 500 UNOFFICIALLY CLOSES DOWN 44.63 POINTS, OR 1.13 PERCENT, AT 3,915.65",1,0.8490238477942273
2023-03-17,"DeItaone tweeted about US STOCKS EXTEND DECLINES; S&P 500 DOWN 1.4%, NASDAQ 100 OFF 1%",0,0.7348237011435844
2023-03-17,"DeItaone tweeted about U.S. STOCKS EXTEND FALL, S&P 500 .SPX DOWN 1.00 PCT",0,0.7728322926236565
2023-03-17,DeItaone tweeted about S&P 500 BANKS INDEX .SPXBK DOWN 3.2%,1,0.7248598118071855
2023-03-17,"FirstSquawk tweeted about DOW JONES DOWN 126.34 POINTS, OR 0.39 %, AT 32,120.21 AFTER MARKET OPEN

NASDAQ  DOWN 13.31 POINTS, OR 0.11 PERCENT, AT 11,703.97 AFTER MARKET OPEN

S&P 500 DOWN 7.23 POINTS, OR 0.18 PERCENT, AT 3,953.05 AFTER MARKET OPEN",1,0.9219657059936672
2023-03-17,"DeItaone tweeted about U.S. S&P 500 E-MINI FUTURES DOWN 0.24%, NASDAQ FUTURES UP 0.1%, DOW FUTURES DOWN 0.34%",0,0.7151162745636531
2023-03-16,"FirstSquawk 🔁 RedboxWire about NASDAQ UNOFFICIALLY CLOSES UP 283.94 POINTS, OR 2.48%, AT 11,717.99

S&P 500 UNOFFICIALLY CLOSES UP 68.62 POINTS, OR 1.76%, AT 3,960.55

DOW JONES UNOFFICIALLY CLOSES UP 372.05 POINTS, OR 1.17%, AT 32,246.62",1,0.8490239025734599
2023-03-16,"FirstSquawk tweeted about S&P 500 FINANCIAL SECTOR INDEX LAST UP 2.1%, EYEING BIGGEST ONE-DAY GAIN SINCE JAN. 6",1,0.7248598118071855
2023-03-16,"DeItaone tweeted about S&P 500 FINANCIAL SECTOR INDEX .SPSY LAST UP 2.1%, EYEING BIGGEST ONE-DAY GAIN SINCE JAN. 6",1,0.7248598118071855
2023-03-16,DeItaone tweeted about NASDAQ 100 RISES 0.3% TO SESSION HIGH; S&P 500 PARES LOSSES,0,0.5894549525371594
2023-03-16,"FirstSquawk tweeted about S&P 500 DOWN 18.50 POINTS, OR 0.48 PERCENT, AT 3,873.43 AFTER MARKET OPEN

NASDAQ  DOWN 39.44 POINTS, OR 0.34 PERCENT, AT 11,394.61 AFTER MARKET OPEN

DOW JONES DOWN 171.17 POINTS, OR 0.54 PERCENT, AT 31,703.40 AFTER MARKET OPEN",1,0.9219657056634122
2023-03-16,DeItaone tweeted about S&P 500 INDEX FUTURES EXTEND DROP TO 0.4%,1,0.762237938344798
